751,"*[[Henri Besozzi]] (1775–18??)","Henri Besozzi"
752,"*[[Louis Désiré Besozzi]] (1814–1879)","Louis Désiré Besozzi"
753,"*[[Paolo Girolamo Besozzi]] (1704–1778)","Paolo Girolamo Besozzi"
754,"*[[William Thomas Best]] (1826–1897)","William Thomas Best"
755,"*[[Bruno Bettinelli]] (1913–2004)","Bruno Bettinelli"
756,"*[[Oscar Bettison]] (born 1975)","Oscar Bettison"
757,"*[[William Richard Bexfield]] (1824–1853)","William Richard Bexfield"
758,"*[[Frank Michael Beyer]] (1928–2008)","Frank Michael Beyer"
759,"*[[Johanna Beyer]] (1888–1944)","Johanna Beyer"
760,"*[[William Richard Bexfield]] (1824–1853)","William Richard Bexfield"
761,"*[[Sandeep Bhagwati]] (born 1963)","Sandeep Bhagwati"
762,"*[[Vishal Bhardwaj]] (born 1960)","Vishal Bhardwaj"
763,"*[[Oscar Bianchi]] (born 1975)","Oscar Bianchi"
764,"*[[Francesco Bianchi (musician)|Francesco Bianchi]] (1752–1810)","Francesco Bianchi (musician)"
765,"*[[Frederick Bianchi]] (born 1954)","Frederick Bianchi"
766,"*[[Lycia de Biase Bidart]] (1910–1990)","Lycia de Biase Bidart"
767,"*[[Gillian Bibby]] (1945–2023)","Gillian Bibby"
768,"*[[Carl Heinrich Biber]] (1681–1749)","Carl Heinrich Biber"
769,"*[[Heinrich Ignaz Franz von Biber]] (1644–1704)","Heinrich Ignaz Franz von Biber"
770,"*[[Franz Biebl|Franz Xaver Biebl]] (1906–2001)","Franz Biebl"
771,"*[[Michael von Biel]] (born 1937)","Michael von Biel"
772,"*[[Auguste van Biene]] (1849–1913)","Auguste van Biene"
773,"*[[Diogenio Bigaglia]] (1676–1745)","Diogenio Bigaglia"
774,"*[[Marie Bigot]] (1786–1820)","Marie Bigot"
775,"*[[Beatriz Bilbao]] (born 1951)","Beatriz Bilbao"
776,"*[[Georg Christoph Biller]] (1955–2022)","Georg Christoph Biller"
777,"*[[William Billings]] (1746–1800)","William Billings"
778,"*[[Elizabeth Weichsell Billington]] (c. 1768–1818)","Elizabeth Weichsell Billington"
779,"*[[Alberto Bimboni]] (1882–1960)","Alberto Bimboni"
780,"*[[Gilles Binchois]] (Gilles de Bins) (c. 1400–1460)","Gilles Binchois"
781,"*[[Abraham Binder|Abraham Wolfe Binder]] (1895–1966)","Abraham Binder"
782,"*[[Ronald Binge]] (1910–1979)","Ronald Binge"
783,"*[[Jocelyne Binet]] (1923–1968)","Jocelyne Binet"
784,"*[[Judith Bingham]] (born 1952)","Judith Bingham"
785,"*[[Seth Bingham]] (1882–1972)","Seth Bingham"
786,"*[[Pasquale Bini]] (1716–1770)","Pasquale Bini"
787,"*[[Stanislav Binički]] (1872–1942)","Stanislav Binički"
788,"*[[Antonio Bioni]] (1698–1739)","Antonio Bioni"
789,"*[[Wenzel Raimund Birck]] (Pirck) (1718–1763)","Wenzel Raimund Birck"
790,"*[[Arthur Bird|Arthur H. Bird]] (1856–1923)","Arthur Bird"
791,"*[[Johann Adam Birkenstock]] (1687–1733)","Johann Adam Birkenstock"
792,"*[[Renate Birnstein]] (born 1946)","Renate Birnstein"
793,"*[[Harrison Birtwistle]] (1934–2022)","Harrison Birtwistle"
794,"*[[Chester Biscardi]] (born 1948)","Chester Biscardi"
795,"*[[Hermann Bischoff]] (1868–1936)","Hermann Bischoff"
796,"*[[Henry Bishop (composer)|Henry Rowley Bishop]] (1786–1855)","Henry Bishop (composer)"
797,"*[[Roberta Bitgood]] (1908–2007)","Roberta Bitgood"
798,"*[[Marcel Bitsch]] (1921–2011)","Marcel Bitsch"
799,"*[[Iva Bittová]] (born 1958)","Iva Bittová"
800,"*[[Georges Bizet]] (1838–1875)","Georges Bizet"
801,"*[[Boris Blacher]] (1903–1975)","Boris Blacher"
802,"*[[Stanley Black]] (1913–2002)","Stanley Black"
803,"*[[Richard Blackford]] (born 1954)","Richard Blackford"
804,"*[[Easley Blackwood, Jr.]] (1933–2023)","Easley Blackwood, Jr."
805,"*[[Helen Blackwood]] (1807–1867)","Helen Blackwood"
806,"*[[Leopoldine Blahetka]] (1809–1885)","Leopoldine Blahetka"
807,"*[[Eubie Blake]] (1883–1983)","Eubie Blake"
808,"*[[Adolphe Blanc]] (1828–1885)","Adolphe Blanc"
809,"*[[Blanche of Castile]] (1188–1252)","Blanche of Castile"
810,"*[[Emile-Robert Blanchet]] (1877–1943)","Emile-Robert Blanchet"
811,"*[[Olga De Blanck Martín]] (1916–1998)","Olga De Blanck Martín"
812,"*[[Maria Theresa Bland]] (c. 1769 – 1838)","Maria Theresa Bland"
813,"*[[Frédéric Blasius]] (Matthäus Blasius) (1758–1829)","Frédéric Blasius"
814,"*[[Michel Blavet]] (1700–1768)","Michel Blavet"
815,"*[[Theo Bleckmann]] (born 1966)","Theo Bleckmann"
816,"*[[Herbert Blendinger]] (1936–2020)","Herbert Blendinger"
817,"*[[Carla Bley]] (1936–2023)","Carla Bley"
818,"*[[Arthur Bliss]] (1891–1975)","Arthur Bliss"
819,"*[[Marc Blitzstein]] (1905–1964)","Marc Blitzstein"
820,"*[[André Bloch (composer)|André Bloch]] (1873–1960)","André Bloch (composer)"
821,"*[[Augustyn Bloch]] (1929–2006)","Augustyn Bloch"
822,"*[[Ernest Bloch]] (1880–1959)","Ernest Bloch"
823,"*[[Vilém Blodek]] (1834–1874)","Vilém Blodek"
824,"*[[Karl-Birger Blomdahl]] (1916–1968)","Karl-Birger Blomdahl"
825,"*[[Patricia Blomfield Holt]] (1910–2003)","Patricia Blomfield Holt"
826,"*[[John Blow]] (1649–1708)","John Blow"
827,"*[[Felix Blumenfeld]] (1863–1931)","Felix Blumenfeld"
828,"*[[Sonia Bo]] (born 1960)","Sonia Bo"
829,"*[[Howard Boatwright]] (1918–1999)","Howard Boatwright"
830,"*[[Luigi Boccherini]] (1743–1805)","Luigi Boccherini"
831,"*[[Nicolas Bochsa]] (1789–1856)","Nicolas Bochsa"
832,"*[[Berta Bock]] (1857–1945)","Berta Bock"
833,"*[[Mlle Bocquet]] (early 17th century – after 1660)","Mlle Bocquet"
834,"*[[Philipp Friedrich Böddecker]] (1607–1683)","Philipp Friedrich Böddecker"
835,"*[[Erhard Bodenschatz]] (1576–1636)","Erhard Bodenschatz"
836,"*[[Josina van Aerssen|Josina Anna Petronella van Boetzelaer]] (1733–1787)","Josina van Aerssen"
837,"*[[Joseph Bodin de Boismortier]] (1689–1775)","Joseph Bodin de Boismortier"
838,"*[[Sebastian Bodinus]] (c. 1700 – 1759)","Sebastian Bodinus"
839,"*[[Seóirse Bodley]] (1933–2023)","Seóirse Bodley"
840,"*[[Sylvie Bodorová]] (born 1954)","Sylvie Bodorová"
841,"*[[Jack Body]] (1944–2015)","Jack Body"
842,"*[[August de Boeck]] (1865–1937)","August de Boeck"
843,"*[[Konrad Boehmer]] (1941–2014)","Konrad Boehmer"
844,"*[[Jorge Boehringer]] (born 1975)","Jorge Boehringer"
845,"*[[Léon Boëllmann]] (1862–1897)","Léon Boëllmann"
846,"*[[Alexandre Pierre François Boëly]] (1785–1858)","Alexandre Pierre François Boëly"
847,"*[[Antoine Boësset]] (1586–1643)","Antoine Boësset"
848,"*[[Jean-Baptiste Boësset]] (1614–1685)","Jean-Baptiste Boësset"
849,"*[[Anna Bofill Levi]] (born 1944)","Anna Bofill Levi"
850,"*[[Dušan Bogdanović]] (born 1955)","Dušan Bogdanović"
851,"*[[Nikita Bogoslovsky]] (1913–2004)","Nikita Bogoslovsky"
852,"*[[Georg Böhm]] (1661–1733)","Georg Böhm"
853,"*[[Theobald Boehm|Theobald Böhm]] (1794–1881)","Theobald Boehm"
854,"*[[Oskar Böhme]] (1870–1938)","Oskar Böhme"
855,"*[[Emil Bohnke]] (1888–1928)","Emil Bohnke"
856,"*[[François-Adrien Boieldieu]] (1775–1834)","François-Adrien Boieldieu"
857,"*[[Rob du Bois]] (1934–2013)","Rob du Bois"
858,"*[[Arrigo Boito]] (1842–1918)","Arrigo Boito"
859,"*[[Michèle Bokanowski]] (born 1943)","Michèle Bokanowski"
860,"*[[William Bolcom]] (born 1938)","William Bolcom"
861,"*[[Anne Boleyn]] (1507–1536)","Anne Boleyn"
862,"*[[Claude Bolling]] (1930–2020)","Claude Bolling"
863,"*[[Bartolomeo da Bologna]] (fl. 1405–1427)","Bartolomeo da Bologna"
864,"*[[Chevalier de Saint-Georges|Joseph Bologne, Chevalier de Saint-Georges]] (1745–1799)","Chevalier de Saint-Georges"
865,"*[[Andreas Boltz]] (born 1964)","Andreas Boltz"
866,"*[[Ginés de Boluda]] (c. 1545 – after 1604)","Ginés de Boluda"
867,"*[[João Domingos Bomtempo]] (1775–1842)","João Domingos Bomtempo"
868,"*[[Anna Bon]] (di Venezia) (c. 1739 – after 1767)","Anna Bon"
869,"*[[Capel Bond]] (1730–1790)","Capel Bond"
870,"*[[Carrie Bond]] (1862–1946)","Carrie Bond"
871,"*[[Victoria Bond]] (born 1945)","Victoria Bond"
872,"*[[Emmanuel Bondeville]] (1898–1987)","Emmanuel Bondeville"
873,"*[[Margaret Allison Bonds]] (1913–1972)","Margaret Allison Bonds"
874,"*[[Luiz Bonfá]] (1922–2001)","Luiz Bonfá"
875,"*[[Andrée Bonhomme]] (1905–1982)","Andrée Bonhomme"
876,"*[[Severo Bonini]] (1582–1663)","Severo Bonini"
877,"*[[Mélanie Bonis]] (1858–1937)","Mélanie Bonis"
878,"*[[Paul Bonneau]] (1918–1995)","Paul Bonneau"
879,"*[[Joseph Bonnet]] (1884–1944)","Joseph Bonnet"
880,"*[[Antonio Maria Bononcini]] (1677–1726)","Antonio Maria Bononcini"
881,"*[[Giovanni Bononcini]] (1670–1747)","Giovanni Bononcini"
882,"*[[Giovanni Maria Bononcini]] (1642–1678)","Giovanni Maria Bononcini"
883,"*[[Francesco Antonio Bonporti]] (1672–1749)","Francesco Antonio Bonporti"
884,"*[[Giovanni Andrea Bontempi]] (c. 1624 – 1705)","Giovanni Andrea Bontempi"
885,"*[[Henriette van den Boorn-Coclet]] (1866–1945)","Henriette van den Boorn-Coclet"
886,"*[[Francis Boott (composer)|Francis Boott]] (1813–1904)","Francis Boott (composer)"
887,"*[[Modesta Bor]] (1926–1998)","Modesta Bor"
888,"*[[Melchior Borchgrevinck]] (c. 1570 – 1632)","Melchior Borchgrevinck"
889,"*[[David Borden]] (born 1938)","David Borden"
890,"*[[Johanna Bordewijk-Roepman]] (1892–1971)","Johanna Bordewijk-Roepman"
891,"*[[Benjamin Boretz]] (born 1934)","Benjamin Boretz"
892,"*[[Oscar Borg]] (1851–1930)","Oscar Borg"
893,"*[[Raúl Borges]] (1882–1967)","Raúl Borges"
894,"*[[Borlet]] (fl. 14th and 15th century)","Borlet"
895,"*[[François Borne]] (1840–1920)","François Borne"
896,"*[[Alexander Borodin]] (1833–1887)","Alexander Borodin"
897,"*[[Felix Borowski]] (1872–1956)","Felix Borowski"
898,"*[[Teresa Borràs i Fornell]] (1923–2010)","Teresa Borràs i Fornell"
899,"*[[Hakon Børresen]] (1876–1954)","Hakon Børresen"
900,"*[[Siegfried Borris]] (1906–1987)","Siegfried Borris"
901,"*[[Edith Borroff]] (1925–2019)","Edith Borroff"
902,"*[[Pietro Paolo Borrono]] (c. 1490 – after 1563)","Pietro Paolo Borrono"
903,"*[[Sergei Bortkiewicz]] (1877–1952)","Sergei Bortkiewicz"
904,"*[[Dmitry Bortniansky]] (1751–1825)","Dmitry Bortniansky"
905,"*[[Daniel Börtz]] (born 1943)","Daniel Börtz"
906,"*[[Axel Borup-Jørgensen]] (1924–2012)","Axel Borup-Jørgensen"
907,"*[[Maura Bosch]] (born 1958)","Maura Bosch"
908,"*[[Cornelis Boscoop]] (before 1531–1573)","Cornelis Boscoop"
909,"*[[Henriëtte Bosmans]] (1895–1952)","Henriëtte Bosmans"
910,"*[[Jean-Yves Bosseur]] (born 1947)","Jean-Yves Bosseur"
911,"*[[Costante Adolfo Bossi]] (1876–1953)","Costante Adolfo Bossi"
912,"*[[Marco Enrico Bossi]] (1861–1925)","Marco Enrico Bossi"
913,"*[[Franciscus Bossinensis]] (fl. 1509–1511)","Franciscus Bossinensis"
914,"*[[George Botsford]] (1874–1949)","George Botsford"
915,"*[[Hans Bottermund]] (1892–1949)","Hans Bottermund"
916,"*[[Giovanni Bottesini]] (1821–1889)","Giovanni Bottesini"
917,"*[[Marianna Bottini]] (1802–1858)","Marianna Bottini"
918,"*[[Linda Bouchard]] (born 1957)","Linda Bouchard"
919,"*[[Raimondo Boucheron]] (1800–1876)","Raimondo Boucheron"
920,"*[[André Boucourechliev]] (1925–1997)","André Boucourechliev"
921,"*[[Rutland Boughton]] (1878–1960)","Rutland Boughton"
922,"*[[Georges Boulanger (violinist)|Georges Boulanger]] (1893–1958)","Georges Boulanger (violinist)"
923,"*[[Lili Boulanger]] (1883–1918)","Lili Boulanger"
924,"*[[Nadia Boulanger]] (1887–1979)","Nadia Boulanger"
925,"*[[Joséphine Boulay]] (1869–1925)","Joséphine Boulay"
926,"*[[Pierre Boulez]] (1925–2016)","Pierre Boulez"
927,"*[[Derek Bourgeois]] (1941–2017)","Derek Bourgeois"
928,"*[[Louis Bourgeois (composer)|Louis Bourgeois]] (c. 1510/1515 – 1559)","Louis Bourgeois (composer)"
929,"*[[Roger Bourland]] (born 1952)","Roger Bourland"
930,"*[[Jean-Baptiste Drouart de Bousset|Jean-Baptiste Drouard de Bousset]] (1662–1725)","Jean-Baptiste Drouart de Bousset"
931,"*[[René Drouart de Bousset|René Drouard de Bousset]] (1703–1760)","René Drouart de Bousset"
932,"*[[Josse Boutmy]] (1697–1779)","Josse Boutmy"
933,"*[[Roger Boutry]] (1932–2019)","Roger Boutry"
934,"*[[François Bouvard]] (c. 1684 – 1760)","François Bouvard"
935,"*[[Guillaume Bouzignac]] (before 1592 – after 1641)","Guillaume Bouzignac"
936,"*[[Fritz Bovet]] (fl. 1845–1888)","Fritz Bovet"
937,"*[[Helen Bowater]] (born 1952)","Helen Bowater"
938,"*[[York Bowen]] (1884–1961)","York Bowen"
939,"*[[Michael Bowles]] (1909–1998)","Michael Bowles"
940,"*[[Paul Bowles]] (1910–1999)","Paul Bowles"
941,"*[[Euday L. Bowman|Euday Louis Bowman]] (1887–1949)","Euday L. Bowman"
942,"*[[Christian Ludwig Boxberg]] (1670–1729)","Christian Ludwig Boxberg"
943,"*[[William Boyce (composer)|William Boyce]] (1711–1779)","William Boyce (composer)"
944,"*[[Anne Boyd]] (born 1946)","Anne Boyd"
945,"*[[Brian Boydell]] (1917–2000)","Brian Boydell"
946,"*[[Peter Boyer]] (born 1970)","Peter Boyer"
947,"*[[Martin Boykan]] (1931–2021)","Martin Boykan"
948,"*[[Ina Boyle]] (1889–1967)","Ina Boyle"
949,"*[[Simon Boyleau]] (fl. c. 1544 – after 1586)","Simon Boyleau"
950,"*[[Anne Louise Boyvin d'Hardancourt Brillon de Jouy]] (1744–1824)","Anne Louise Boyvin d'Hardancourt Brillon de Jouy"
951,"*[[Jacques Boyvin]] (1649–1706)","Jacques Boyvin"
952,"*[[Eugène Bozza]] (1905–1991)","Eugène Bozza"
953,"*[[Hans Brachrogge]] (c. 1590 – c. 1638)","Hans Brachrogge"
954,"*[[Jean Braconnier]] (dit Lourdault) (fl. from 1478; died 1512)","Jean Braconnier"
955,"*[[William Brade]] (1560–1630)","William Brade"
956,"*[[Scott Bradley (composer)|Scott Bradley]] (1891–1977)","Scott Bradley (composer)"
957,"*[[Edvard Fliflet Bræin]] (1924–1976)","Edvard Fliflet Bræin"
958,"*[[Antonio Braga]] (1929–2009)","Antonio Braga"
959,"*[[Antônio Francisco Braga]] (1868–1945)","Antônio Francisco Braga"
960,"*[[Cristina Braga]] (born 1966)","Cristina Braga"
961,"*[[Gaetano Braga]] (1829–1907)","Gaetano Braga"
962,"*[[Joly Braga Santos]] (1924–1988)","Joly Braga Santos"
963,"*[[José Bragato]] (1915–2017)","José Bragato"
964,"*[[May Brahe]] (1884–1956)","May Brahe"
965,"*[[Johannes Brahms]] (1833–1897)","Johannes Brahms"
966,"*[[Constantin Brăiloiu]] (1893–1958)","Constantin Brăiloiu"
967,"*[[Thüring Bräm]] (born 1944)","Thüring Bräm"
968,"*[[Caspar Joseph Brambach]] (1833–1902)","Caspar Joseph Brambach"
969,"*[[Glenn Branca]] (1948–2018)","Glenn Branca"
970,"*[[Johann Brandl]] (1835–1913)","Johann Brandl"
971,"*[[Johann Evangelist Brandl]] (1760–1837)","Johann Evangelist Brandl"
972,"*[[Eddie Brandt]] (1920–2011)","Eddie Brandt"
973,"*[[Willi Brandt (composer)|Willy Brandt]] (1869–1923)","Willi Brandt (composer)"
974,"*[[Jan Brandts Buys]] (1868–1933)","Jan Brandts Buys"
975,"*[[Gena Branscombe]] (1881–1977)","Gena Branscombe"
976,"*[[Henry Brant]] (1913–2008)","Henry Brant"
977,"*[[Johannes Brassart]] (c. 1400/1405–1455)","Johannes Brassart"
978,"*[[Louis Brassin]] (1840–1884)","Louis Brassin"
979,"*[[Yehezkel Braun]] (1922–2014)","Yehezkel Braun"
980,"*[[Walter Braunfels]] (1882–1954)","Walter Braunfels"
981,"*[[Charlotte Bray]] (born 1982)","Charlotte Bray"
982,"*[[Johannes Bernardus van Bree]] (1801–1857)","Johannes Bernardus van Bree"
983,"*[[Goran Bregović]] (born 1950)","Goran Bregović"
984,"*[[Josefina Brdlíková]] (1843–1910)","Josefina Brdlíková"
985,"*[[Joseph Carl Breil]] (1870–1926)","Joseph Carl Breil"
986,"*[[Peter Breiner]] (born 1957)","Peter Breiner"
987,"*[[Jacques Brel]] (1929–1978)","Jacques Brel"
988,"*[[Thérèse Brenet]] (born 1935)","Thérèse Brenet"
989,"*[[Bettina Brentano]] (1785–1859)","Bettina Brentano"
990,"*[[Jan Josef Ignác Brentner]] (1689–1742)","Jan Josef Ignác Brentner"
991,"*[[Giuseppe Antonio Brescianello]] (c. 1690 – 1758)","Giuseppe Antonio Brescianello"
992,"*[[Cesar Bresgen]] (1913–1988)","Cesar Bresgen"
993,"*[[Martin Bresnick]] (born 1946)","Martin Bresnick"
994,"*[[Tomás Bretón]] (1850–1923)","Tomás Bretón"
995,"*[[Jean-Baptiste Bréval]] (1753–1823)","Jean-Baptiste Bréval"
996,"*[[Giovanni Battista Brevi]] (c. 1650 – 1725)","Giovanni Battista Brevi"
997,"*[[Pierre de Bréville]] (1861–1949)","Pierre de Bréville"
998,"*[[Thomas Brewer (composer)|Thomas Brewer]] (1611 – c. 1660)","Thomas Brewer (composer)"
999,"*[[Havergal Brian]] (1876–1972)","Havergal Brian"
1000,"*[[Giulio Briccialdi]] (1818–1881)","Giulio Briccialdi"
1001,"*[[Walter Bricht]] (1904–1970)","Walter Bricht"
1002,"*[[Frank Bridge]] (1879–1941)","Frank Bridge"
1003,"*[[Wolfgang Carl Briegel]] (1626–1712)","Wolfgang Carl Briegel"
1004,"*[[Lou Briel]] (born 1962)","Lou Briel"
1005,"*[[David Briggs (American musician)|David Briggs]] (born 1943)","David Briggs (American musician)"
1006,"*[[Roger Briggs]] (born 1952)","Roger Briggs"
1007,"*[[Dora Bright]] (1862–1951)","Dora Bright"
1008,"*[[Anne Louise Boyvin d'Hardancourt Brillon de Jouy|Anne Louise Brillon de Jouy]] (1744–1824)","Anne Louise Boyvin d'Hardancourt Brillon de Jouy"
1009,"*[[Antonio Brioschi]] (fl. c. 1725–1750)","Antonio Brioschi"
1010,"*[[Michael Brimer]] (1933–2023)","Michael Brimer"
1011,"*[[George Frederick Bristow]] (1825–1898)","George Frederick Bristow"
1012,"*[[Radie Britain]] (1899–1994)","Radie Britain"
1013,"*[[Estêvão de Brito]] (1575–1641)","Estêvão de Brito"
1014,"*[[Benjamin Britten]] (1913–1976)","Benjamin Britten"
1015,"*[[Frantisek Brixi]] (1732–1771)","Frantisek Brixi"
1016,"*[[Šimon Brixi]] (1693–1735)","Šimon Brixi"
1017,"*[[Maria Brizzi Giorgi]] (1775–1822)","Maria Brizzi Giorgi"
1018,"*[[Brenton Broadstock]] (born 1952)","Brenton Broadstock"
1019,"*[[Robert Broberg]] (1940–2015)","Robert Broberg"
1020,"*[[Howard Brockway]] (1870–1951)","Howard Brockway"
1021,"*[[Henri Brod]] (1799–1839)","Henri Brod"
1022,"*[[Roslyn Brogue]] (1919–1981)","Roslyn Brogue"
1023,"*[[Gerhard Bronner]] (1922–2007)","Gerhard Bronner"
1024,"*[[Big Bill Broonzy]] (1903–1958)","Big Bill Broonzy"
1025,"*[[Ingeborg von Bronsart]] (1840–1913)","Ingeborg von Bronsart"
1026,"*[[Riccardo Broschi]] (c. 1698 – 1756)","Riccardo Broschi"
1027,"*[[Sébastien de Brossard]] (1655–1730)","Sébastien de Brossard"
1028,"*[[Bruce Broughton]] (born 1945)","Bruce Broughton"
1029,"*[[Leo Brouwer]] (born 1939)","Leo Brouwer"
1030,"*[[Margaret Brouwer]] (born 1940)","Margaret Brouwer"
1031,"*[[Earle Brown]] (1926–2002)","Earle Brown"
1032,"*[[James Francis Brown]] (born 1969)","James Francis Brown"
1033,"*[[Nacio Herb Brown]] (1896–1964)","Nacio Herb Brown"
1034,"*[[Augusta Browne]] (1820–1882)","Augusta Browne"
1035,"*[[Harriet Browne (composer)|Harriet Browne]] (1790–1858)","Harriet Browne (composer)"
1036,"*[[John Browne (composer)|John Browne]] (fl. c. 1480–1505)","John Browne (composer)"
1037,"*[[Dave Brubeck]] (1920–2012)","Dave Brubeck"
1038,"*[[Rudolf Brucci]] (1917–2002)","Rudolf Brucci"
1039,"*[[David Bruce (composer)|David Bruce]] (born 1970)","David Bruce (composer)"
1040,"*[[Max Bruch]] (1838–1920)","Max Bruch"
1041,"*[[Arnold von Bruck]] (c. 1500 – 1554)","Arnold von Bruck"
1042,"*[[Gerard von Brucken Fock]] (1859–1935)","Gerard von Brucken Fock"
1043,"*[[Anton Bruckner]] (1824–1896)","Anton Bruckner"
1044,"*[[Joan Brudieu]] (1520–1591)","Joan Brudieu"
1045,"*[[Nicolaus Bruhns]] (1665–1697)","Nicolaus Bruhns"
1046,"*[[Theo Bruins]] (1929–1993)","Theo Bruins"
1047,"*[[Colin Brumby]] (1933–2018)","Colin Brumby"
1048,"*[[Antoine Brumel]] (c. 1460 – 1512/1513)","Antoine Brumel"
1049,"*[[Albert E. Brumley]] (1905–1977)","Albert E. Brumley"
1050,"*[[Fritz Brun]] (1878–1959)","Fritz Brun"
1051,"*[[Herbert Brün]] (1918–2000)","Herbert Brün"
1052,"*[[Klaus Bruengel]] (born 1949)","Klaus Bruengel"
1053,"*[[Pablo Bruna]] (1611–1679)","Pablo Bruna"
1054,"*[[Arnold Brunckhorst]] (1670–1725)","Arnold Brunckhorst"
1055,"*[[Alfred Bruneau]] (1857–1934)","Alfred Bruneau"
1056,"*[[Antonio Brunelli]] (1577–1630)","Antonio Brunelli"
1057,"*[[Gaetano Brunetti]] (1744–1798)","Gaetano Brunetti"
1058,"*[[Karl Gottfried Brunotte]] (born 1958)","Karl Gottfried Brunotte"
1059,"*[[Victor Bruns]] (1904–1996)","Victor Bruns"
1060,"*[[Elisabetta Brusa]] (born 1954)","Elisabetta Brusa"
1061,"*[[Bjarne Brustad]] (1895–1978)","Bjarne Brustad"
1062,"*[[Peter Bruun]] (born 1968)","Peter Bruun"
1063,"*[[Joanna Bruzdowicz]] (1943–2021)","Joanna Bruzdowicz"
1064,"*[[Steven Bryant (composer)|Steven Bryant]] (born 1972)","Steven Bryant (composer)"
1065,"*[[Gavin Bryars]] (born 1943)","Gavin Bryars"
1066,"*[[Filipina Brzezinska-Szymanowska]] (1800–1886)","Filipina Brzezinska-Szymanowska"
1067,"*[[Mark Bucci]] (1924–2002)","Mark Bucci"
1068,"*[[Dorothy Quita Buchanan]] (born 1945)","Dorothy Quita Buchanan"
1069,"*[[Hans Buchner]] (1483–1538)","Hans Buchner"
1070,"*[[Philipp Friedrich Buchner]] (1614–1669)","Philipp Friedrich Buchner"
1071,"*[[Dudley Buck]] (1839–1909)","Dudley Buck"
1072,"*[[Ole Buck]] (born 1945)","Ole Buck"
1073,"*[[Boudewijn Buckinx]] (born 1945)","Boudewijn Buckinx"
1074,"*[[John Buckley (composer)|John Buckley]] (born 1951)","John Buckley (composer)"
1075,"*[[Olivia Buckley]] (born mid-1790s – after 1845)","Olivia Buckley"
1076,"*[[Harold Budd]] (1936–2020)","Harold Budd"
1077,"*[[Margaret Buechner]] (1922–1998)","Margaret Buechner"
1078,"*[[Eivind Buene]] (born 1973)","Eivind Buene"
1079,"*[[Pierre-Gabriel Buffardin]] (1690–1768)","Pierre-Gabriel Buffardin"
1080,"*[[John Bull (composer)|John Bull]] (1562/1563–1628)","John Bull (composer)"
1081,"*[[Ole Bull]] (1810–1880)","Ole Bull"
1082,"*[[Alan Bullard]] (born 1947)","Alan Bullard"
1083,"*[[Nini Bulterijs]] (1929–1989)","Nini Bulterijs"
1084,"*[[Kenji Bunch]] (born 1973)","Kenji Bunch"
1085,"*[[August Bungert]] (1845–1915)","August Bungert"
1086,"*[[Benedictus Buns]] (1642–1716)","Benedictus Buns"
1087,"*[[Giovanni Battista Buonamente]] (c. 1595 – 1642)","Giovanni Battista Buonamente"
1088,"*[[Johann Friedrich Franz Burgmüller|Friedrich Burgmüller]] (1806–1874)","Johann Friedrich Franz Burgmüller"
1089,"*[[Norbert Burgmüller]] (1810–1836)","Norbert Burgmüller"
1090,"*[[Geoffrey Burgon]] (1941–2010)","Geoffrey Burgon"
1091,"*[[Mutal Burhonov]] (1916–2002)","Mutal Burhonov"
1092,"*[[Sonny Burke]] (1914–1980)","Sonny Burke"
1093,"*[[Paul Burkhard]] (1911–1977)","Paul Burkhard"
1094,"*[[Willy Burkhard]] (1900–1955)","Willy Burkhard"
1095,"*[[Ladislav Burlas]] (1927–2024)","Ladislav Burlas"
1096,"*[[Harry Burleigh]] (1866–1949)","Harry Burleigh"
1097,"*[[Rahul Dev Burman|R D Burman]] (1939–1994)","Rahul Dev Burman"
1098,"*[[Sachin Dev Burman|S D Burman]] (1906–1975)","Sachin Dev Burman"
1099,"*[[Charles Burney]] (1726–1814)","Charles Burney"
1100,"*[[Diana Burrell]] (born 1948)","Diana Burrell"
1101,"*[[Alfred Burt]] (1920–1954)","Alfred Burt"
1102,"*[[Canary Lee Burton]] (born 1942)","Canary Lee Burton"
1103,"*[[Alan Bush]] (1900–1995)","Alan Bush"
1104,"*[[Adolf Busch]] (1891–1952)","Adolf Busch"
1105,"*[[Geoffrey Bush]] (1920–1998)","Geoffrey Bush"
1106,"*[[Antoine Busnois]] (Busnoys) (c. 1430 – 1492)","Antoine Busnois"
1107,"*[[Ferruccio Busoni]] (1866–1924)","Ferruccio Busoni"
1108,"*[[Howard J. Buss]] (born 1951)","Howard J. Buss"
1109,"*[[Henri Büsser]] (1872–1973)","Henri Büsser"
1110,"*[[Sylvano Bussotti]] (1931–2021)","Sylvano Bussotti"
1111,"*[[Pieter Bustijn]] (c. 1649 – 1729)","Pieter Bustijn"
1112,"*[[Eugene O'Brien (composer)|Eugene O'Brien]] (born 1945)","Eugene O'Brien (composer)"
1113,"*[[Thomas O'Brien Butler]] (1861–1915)","Thomas O'Brien Butler"
1114,"*[[Nigel Butterley]] (1935–2022)","Nigel Butterley"
1115,"*[[Arthur Butterworth]] (1923–2014)","Arthur Butterworth"
1116,"*[[George Butterworth]] (1885–1916)","George Butterworth"
1117,"*[[Johann Heinrich Buttstett]] (1666–1727)","Johann Heinrich Buttstett"
1118,"*[[Jacques Buus]] (c. 1500 – 1565)","Jacques Buus"
1119,"*[[Dieterich Buxtehude]] (1637–1707)","Dieterich Buxtehude"
