refString,fstName,midNames,lstName,fullName,origLangName,currGender,dobYgr,dobMgr,dobDgr,dobFlag
https://en.wikipedia.org/w/index.php?title=Jonathan_Battishill&oldid=1218347337,Jonathan,,Battishill,Jonathan Battishill,,,1738,5,,b.
https://en.wikipedia.org/w/index.php?title=Giorgio_Battistelli&oldid=1218349617,Giorgio,,Battistelli,Giorgio Battistelli,,,1953,4,25,b.
https://en.wikipedia.org/w/index.php?title=Carola_Bauckholt&oldid=1214043542,Carola,,Bauckholt,Carola Bauckholt,,,1959,8,21,b.
https://en.wikipedia.org/w/index.php?title=Marion_Bauer&oldid=1227711819,Marion,,Bauer,Marion Bauer,,,1922,,,b.
https://en.wikipedia.org/w/index.php?title=Alison_Bauld&oldid=1220927208,Alison,,Bauld,Alison Bauld,,,1944,5,7,b.
https://en.wikipedia.org/w/index.php?title=Noel_Bauldeweyn&oldid=1196255365,Noel,,Bauldeweyn,Noel Bauldeweyn,,,1480,,,c.
https://en.wikipedia.org/w/index.php?title=Kārlis_Baumanis&oldid=1222693091,Kārlis,,Baumanis,Kārlis Baumanis,,,1835,5,11,b.
https://en.wikipedia.org/w/index.php?title=Friedrich_Baumfelder&oldid=1218351326,Friedrich,,Baumfelder,Friedrich Baumfelder,,,1836,5,28,b.
https://en.wikipedia.org/w/index.php?title=Jürg_Baur&oldid=1218350990,Jürg,,Baur,Jürg Baur,,,1918,11,11,b.
https://en.wikipedia.org/w/index.php?title=Juan_Bautista_Plaza&oldid=1216799844,Juan,,Plaza,Juan Bautista Plaza,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Sophie_Bawr&oldid=1224357511,Sophie,,Bawr,Sophie Bawr,,,1773,10,8,b.
https://en.wikipedia.org/w/index.php?title=Arnold_Bax&oldid=1225149972,Arnold,,Bax,Arnold Bax,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Christabel_Baxendale&oldid=1214061797,Christabel,,Baxendale,Christabel Baxendale,,,1886,12,28,b.
https://en.wikipedia.org/w/index.php?title=François_Bayle&oldid=1198189534,François,,Bayle,François Bayle,,,1932,4,27,b.
https://en.wikipedia.org/w/index.php?title=Marie_Emmanuelle_Bayon_Louis&oldid=1218964841,Marie,,Louis,Marie Emmanuelle Bayon Louis,,,1777,,,c.
https://en.wikipedia.org/w/index.php?title=François_Bazin_(composer)&oldid=1222727017,François,,Bazin,François Bazin (composer),,,1816,9,4,b.
https://en.wikipedia.org/w/index.php?title=Nisar_Bazmi&oldid=1219800565,Nisar,,Bazmi,Nisar Bazmi,,,1924,12,1,b.
https://en.wikipedia.org/w/index.php?title=Cyprian_Bazylik&oldid=1226768957,Cyprian,,Bazylik,Cyprian Bazylik,,,1535,,,c.
https://en.wikipedia.org/w/index.php?title=Antonio_Bazzini&oldid=1223910761,Antonio,,Bazzini,Antonio Bazzini,,,1818,3,11,b.
https://en.wikipedia.org/w/index.php?title=Amy_Beach&oldid=1228237644,Amy,,Beach,Amy Beach,,,1867,9,5,b.
https://en.wikipedia.org/w/index.php?title=Robert_Beadell&oldid=1218350855,Robert,,Beadell,Robert Beadell,,,1925,6,18,b.
https://en.wikipedia.org/w/index.php?title=Sally_Beamish&oldid=1218869131,Sally,,Beamish,Sally Beamish,,,1956,8,26,b.
https://en.wikipedia.org/w/index.php?title=Robert_Beaser&oldid=1218350871,Robert,,Beaser,Robert Beaser,,,1954,5,29,b.
https://en.wikipedia.org/w/index.php?title=Janet_Beat&oldid=1227411833,Janet,,Beat,Janet Beat,,,1937,12,17,b.
https://en.wikipedia.org/w/index.php?title=Betty_Beath&oldid=1213104321,Betty,,Beath,Betty Beath,,,1932,11,19,b.
https://en.wikipedia.org/w/index.php?title=Comtessa_de_Dia&oldid=1205837929,Comtessa,,Dia,Comtessa de Dia,,,1175,,,c.
https://en.wikipedia.org/w/index.php?title=Pierre_Beauchamp&oldid=1112113462,Pierre,,Beauchamp,Pierre Beauchamp,,,1631,10,30,b.
https://en.wikipedia.org/w/index.php?title=Balthasar_de_Beaujoyeulx&oldid=1219951356,Balthasar,,Beaujoyeulx,Balthasar de Beaujoyeulx,,,1587,,,c.
https://en.wikipedia.org/w/index.php?title=Jean-Jacques_Beauvarlet-Charpentier&oldid=1217476165,Jean-Jacques,,Beauvarlet-Charpentier,Jean-Jacques Beauvarlet-Charpentier,,,1734,6,28,b.
https://en.wikipedia.org/w/index.php?title=Jack_Beaver&oldid=1218869664,Jack,,Beaver,Jack Beaver,,,1900,3,27,b.
https://en.wikipedia.org/w/index.php?title=Gilbert_Bécaud&oldid=1225653863,Gilbert,,Bécaud,Gilbert Bécaud,,,1927,10,24,b.
https://en.wikipedia.org/w/index.php?title=Marguerite_Béclard_d'Harcourt&oldid=1214044067,Marguerite,,d'Harcourt,Marguerite Béclard d'Harcourt,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Giuseppe_Becce&oldid=1163743393,Giuseppe,,Becce,Giuseppe Becce,,,1877,2,3,b.
https://en.wikipedia.org/w/index.php?title=Gustavo_Becerra-Schmidt&oldid=1218214029,Gustavo,,Becerra-Schmidt,Gustavo Becerra-Schmidt,,,1925,8,26,b.
https://en.wikipedia.org/w/index.php?title=Sidney_Bechet&oldid=1227676038,Sidney,,Bechet,Sidney Bechet,,,1897,5,14,b.
https://en.wikipedia.org/w/index.php?title=Conrad_Beck&oldid=1223751381,Conrad,,Beck,Conrad Beck,,,1901,6,16,b.
https://en.wikipedia.org/w/index.php?title=Franz_Ignaz_Beck&oldid=1221697453,Franz,,Beck,Franz Ignaz Beck,,,1795,2,20,b.
https://en.wikipedia.org/w/index.php?title=Jeremy_Beck&oldid=1218351580,Jeremy,,Beck,Jeremy Beck,,,1960,1,15,b.
https://en.wikipedia.org/w/index.php?title=Albert_Becker_(composer)&oldid=1226155060,Albert,,Becker,Albert Becker (composer),,,1834,6,13,b.
https://en.wikipedia.org/w/index.php?title=Dietrich_Becker&oldid=1217485167,Dietrich,,Becker,Dietrich Becker,,,1623,,,c.
https://en.wikipedia.org/w/index.php?title=Hugo_Becker&oldid=1226043052,Hugo,,Becker,Hugo Becker,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Jean_Becker_(violinist)&oldid=1199756015,Jean,,Becker,Jean Becker (violinist),,,1833,5,11,b.
https://en.wikipedia.org/w/index.php?title=John_J._Becker&oldid=1137801315,John,,Becker,John J. Becker,,,1886,1,22,b.
https://en.wikipedia.org/w/index.php?title=Walter_Beckett_(composer)&oldid=1211757630,Walter,,Beckett,Walter Beckett (composer),,,1914,7,27,b.
https://en.wikipedia.org/w/index.php?title=Max_Beckschäfer&oldid=1223007981,Max,,Beckschäfer,Max Beckschäfer,,,1952,2,23,b.
https://en.wikipedia.org/w/index.php?title=John_Beckwith_(composer)&oldid=1228391229,John,,Beckwith,John Beckwith (composer),,,1927,3,9,b.
https://en.wikipedia.org/w/index.php?title=David_Bedford&oldid=1220845822,David,,Bedford,David Bedford,,,1937,8,4,b.
https://en.wikipedia.org/w/index.php?title=Norma_Beecroft&oldid=1199230423,Norma,,Beecroft,Norma Beecroft,,,1934,4,11,b.
https://en.wikipedia.org/w/index.php?title=Joseph_Beer_(clarinetist)&oldid=1133756165,Joseph,,Beer,Joseph Beer (clarinetist),,,1744,5,18,b.
https://en.wikipedia.org/w/index.php?title=Joseph_Beer&oldid=1157871874,Joseph,,Beer,Joseph Beer,,,1908,5,7,b.
https://en.wikipedia.org/w/index.php?title=Max_Josef_Beer&oldid=1180839738,Max,,Beer,Max Josef Beer,,,1851,8,25,b.
https://en.wikipedia.org/w/index.php?title=Jack_Beeson&oldid=1218350876,Jack,,Beeson,Jack Beeson,,,1921,7,15,b.
https://en.wikipedia.org/w/index.php?title=Ludwig_van_Beethoven&oldid=1228401714,Ludwig,,Beethoven,Ludwig van Beethoven,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Kaspar_Anton_Karl_van_Beethoven&oldid=1186965412,Kaspar,,Beethoven,Kaspar Anton Karl van Beethoven,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Sonja_Beets&oldid=1120653414,Sonja,,Beets,Sonja Beets,,,1953,,,b.
https://en.wikipedia.org/w/index.php?title=Eve_Beglarian&oldid=1222413321,Eve,,Beglarian,Eve Beglarian,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Anđelka_Bego-Šimunić&oldid=1208166552,Anđelka,,Bego-Šimunić,Anđelka Bego-Šimunić,,,1941,10,23,b.
https://en.wikipedia.org/w/index.php?title=Franz_Behr&oldid=1193175264,Franz,,Behr,Franz Behr,,,1837,7,22,b.
https://en.wikipedia.org/w/index.php?title=Jeanne_Behrend&oldid=1222413329,Jeanne,,Behrend,Jeanne Behrend,,,1911,5,11,b.
https://en.wikipedia.org/w/index.php?title=David_Behrman&oldid=1217606265,David,,Behrman,David Behrman,,,2003,8,16,b.
https://en.wikipedia.org/w/index.php?title=Bix_Beiderbecke&oldid=1224515789,Bix,,Beiderbecke,Bix Beiderbecke,,,1903,3,10,b.
https://en.wikipedia.org/w/index.php?title=Jeanne_Beijerman-Walraven&oldid=1192376867,Jeanne,,Beijerman-Walraven,Jeanne Beijerman-Walraven,,,1878,6,14,b.
https://en.wikipedia.org/w/index.php?title=Carl_Beines&oldid=1201945182,Carl,,Beines,Carl Beines,,,1869,12,15,b.
https://en.wikipedia.org/w/index.php?title=Jean-Pascal_Beintus&oldid=1037082006,Jean-Pascal,,Beintus,Jean-Pascal Beintus,,,1966,,,b.
https://en.wikipedia.org/w/index.php?title=Sadao_Bekku&oldid=1220101686,Sadao,,Bekku,Sadao Bekku,,,1922,3,24,b.
https://en.wikipedia.org/w/index.php?title=Luca_Belcastro&oldid=1218349745,Luca,,Belcastro,Luca Belcastro,,,1964,9,18,b.
https://en.wikipedia.org/w/index.php?title=Supply_Belcher&oldid=1137843511,Supply,,Belcher,Supply Belcher,,,1751,3,29,b.
https://en.wikipedia.org/w/index.php?title=Laurent_Belissen&oldid=1191074186,Laurent,,Belissen,Laurent Belissen,,,,,,b.
https://en.wikipedia.org/w/index.php?title=William_Henry_Bell&oldid=1218347518,William,,Bell,William Henry Bell,,,1873,8,20,b.
https://en.wikipedia.org/w/index.php?title=Ján_Levoslav_Bella&oldid=1219348532,Ján,,Bella,Ján Levoslav Bella,,,1880,,,c.
https://en.wikipedia.org/w/index.php?title=Vincenzo_Bellavere&oldid=1218503596,Vincenzo,,Bellavere,Vincenzo Bellavere,,,1540,,,c.
https://en.wikipedia.org/w/index.php?title=Giulio_Belli&oldid=1223288533,Giulio,,Belli,Giulio Belli,,,1560,,,c.
https://en.wikipedia.org/w/index.php?title=Paulo_Bellinati&oldid=1154026722,Paulo,,Bellinati,Paulo Bellinati,,,1950,,,b.
https://en.wikipedia.org/w/index.php?title=Vincenzo_Bellini&oldid=1226447970,Vincenzo,,Bellini,Vincenzo Bellini,,,1800,11,3,b.
https://en.wikipedia.org/w/index.php?title=Paolo_Benedetto_Bellinzani&oldid=1066050951,Paolo,,Bellinzani,Paolo Benedetto Bellinzani,,,1682,,,b.
https://en.wikipedia.org/w/index.php?title=Carl_Michael_Bellman&oldid=1219348166,Carl,,Bellman,Carl Michael Bellman,,,1740,2,4,b.
https://en.wikipedia.org/w/index.php?title=Teresa_Belloc-Giorgi&oldid=1214041812,Teresa,,Belloc-Giorgi,Teresa Belloc-Giorgi,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Herman_Bellstedt&oldid=1180545875,Herman,,Bellstedt,Herman Bellstedt,,,1858,2,12,b.
https://en.wikipedia.org/w/index.php?title=Herman_Bemberg&oldid=1174384500,Herman,,Bemberg,Herman Bemberg,,,1859,3,29,b.
https://en.wikipedia.org/w/index.php?title=Antonia_Bembo&oldid=1218571285,Antonia,,Bembo,Antonia Bembo,,,1640,,,c.
https://en.wikipedia.org/w/index.php?title=Ofer_Ben-Amots&oldid=1191323614,Ofer,,Ben-Amots,Ofer Ben-Amots,,,1955,10,20,b.
https://en.wikipedia.org/w/index.php?title=Barbara_Benary&oldid=1222413328,Barbara,,Benary,Barbara Benary,,,1946,4,7,b.
https://en.wikipedia.org/w/index.php?title=Chiara_Benati&oldid=1214211204,Chiara,,Benati,Chiara Benati,,,1956,7,18,b.
https://en.wikipedia.org/w/index.php?title=Ralph_Benatzky&oldid=1228064721,Ralph,,Benatzky,Ralph Benatzky,,,1884,6,5,b.
https://en.wikipedia.org/w/index.php?title=Karl_Hermann_Heinrich_Benda&oldid=1219616554,Karl,,Benda,Karl Hermann Heinrich Benda,,,1743,,,b.
https://en.wikipedia.org/w/index.php?title=Felix_Benda&oldid=1219617625,Felix,,Benda,Felix Benda,,,1708,2,25,b.
https://en.wikipedia.org/w/index.php?title=Franz_Benda&oldid=1214335725,Franz,,Benda,Franz Benda,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Friedrich_Benda&oldid=1219391998,Friedrich,,Benda,Friedrich Benda,,,1745,7,15,b.
https://en.wikipedia.org/w/index.php?title=Georg_Benda&oldid=1219967997,Georg,,Benda,Georg Benda,,,1752,6,30,b.
https://en.wikipedia.org/w/index.php?title=Johann_Georg_Benda&oldid=1225446548,Johann,,Benda,Johann Georg Benda,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Joseph_Benda&oldid=1219610811,Joseph,,Benda,Joseph Benda,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Franz_Bendel&oldid=1220160483,Franz,,Bendel,Franz Bendel,,,1833,3,23,b.
https://en.wikipedia.org/w/index.php?title=Victor_Bendix&oldid=1219348539,Victor,,Bendix,Victor Bendix,,,1851,5,17,b.
https://en.wikipedia.org/w/index.php?title=Karel_Bendl&oldid=1218347802,Karel,,Bendl,Karel Bendl,,,1838,,,b.
https://en.wikipedia.org/w/index.php?title=Josefina_Benedetti&oldid=1214147915,Josefina,,Benedetti,Josefina Benedetti,,,1953,9,17,b.
https://en.wikipedia.org/w/index.php?title=Julius_Benedict&oldid=1218351012,Julius,,Benedict,Julius Benedict,,,1804,11,27,b.
https://en.wikipedia.org/w/index.php?title=Juraj_Beneš&oldid=1225567193,Juraj,,Beneš,Juraj Beneš,,,1940,3,2,b.
https://en.wikipedia.org/w/index.php?title=Orazio_Benevoli&oldid=1223288536,Orazio,,Benevoli,Orazio Benevoli,,,1605,4,19,b.
https://en.wikipedia.org/w/index.php?title=Soledad_Bengoecha_de_Cármena&oldid=1227919108,Soledad,,Cármena,Soledad Bengoecha de Cármena,,,1849,3,21,b.
https://en.wikipedia.org/w/index.php?title=Paul_Ben-Haim&oldid=1216993628,Paul,,Ben-Haim,Paul Ben-Haim,,,1897,7,5,b.
https://en.wikipedia.org/w/index.php?title=Angelo_Maria_Benincori&oldid=1189677884,Angelo,,Benincori,Angelo Maria Benincori,,,1779,3,28,b.
https://en.wikipedia.org/w/index.php?title=Arthur_Benjamin&oldid=1212775142,Arthur,,Benjamin,Arthur Benjamin,,,1893,9,18,b.
https://en.wikipedia.org/w/index.php?title=George_Benjamin_(composer)&oldid=1225853003,George,,Benjamin,George Benjamin (composer),,,1960,1,31,b.
https://en.wikipedia.org/w/index.php?title=Tim_Benjamin_(composer)&oldid=1218347345,Tim,,Benjamin,Tim Benjamin (composer),,,1975,,,b.
https://en.wikipedia.org/w/index.php?title=John_Bennet_(composer)&oldid=1214842970,John,,Bennet,John Bennet (composer),,,1575,,,c.
https://en.wikipedia.org/w/index.php?title=John_Bennett_(composer)&oldid=1218846108,John,,Bennett,John Bennett (composer),,,1735,3,10,c.
https://en.wikipedia.org/w/index.php?title=Richard_Rodney_Bennett&oldid=1225246805,Richard,,Bennett,Richard Rodney Bennett,,,1936,3,29,b.
https://en.wikipedia.org/w/index.php?title=Robert_Russell_Bennett&oldid=1214249009,Robert,,Bennett,Robert Russell Bennett,,,1894,6,15,b.
https://en.wikipedia.org/w/index.php?title=William_Sterndale_Bennett&oldid=1224451322,William,,Bennett,William Sterndale Bennett,,,1816,4,13,b.
https://en.wikipedia.org/w/index.php?title=Peter_Benoit&oldid=1223689465,Peter,,Benoit,Peter Benoit,,,1834,8,17,b.
https://en.wikipedia.org/w/index.php?title=Jørgen_Bentzon&oldid=1179927419,Jørgen,,Bentzon,Jørgen Bentzon,,,1897,2,14,b.
https://en.wikipedia.org/w/index.php?title=Niels_Viggo_Bentzon&oldid=1225250226,Niels,,Bentzon,Niels Viggo Bentzon,,,1986,,,b.
https://en.wikipedia.org/w/index.php?title=Pierre-Jean_de_Béranger&oldid=1216637700,Pierre-Jean,,Béranger,Pierre-Jean de Béranger,,,1780,8,19,b.
https://en.wikipedia.org/w/index.php?title=Angelo_Berardi&oldid=1223288540,Angelo,,Berardi,Angelo Berardi,,,1636,,,c.
https://en.wikipedia.org/w/index.php?title=Frédéric_Bérat&oldid=1223612216,Frédéric,,Bérat,Frédéric Bérat,,,1850,3,11,b.
https://en.wikipedia.org/w/index.php?title=Cathy_Berberian&oldid=1223695125,Cathy,,Berberian,Cathy Berberian,,,1972,7,4,b.
https://en.wikipedia.org/w/index.php?title=Jacquet_de_Berchem&oldid=1166784062,Jacquet,,Berchem,Jacquet de Berchem,,,1505,,,c.
https://en.wikipedia.org/w/index.php?title=Maxim_Berezovsky&oldid=1224689314,Maxim,,Berezovsky,Maxim Berezovsky,,,1745,,,c.
https://en.wikipedia.org/w/index.php?title=Alban_Berg&oldid=1222234743,Alban,,Berg,Alban Berg,,,1885,2,9,b.
https://en.wikipedia.org/w/index.php?title=Gunnar_Berg_(composer)&oldid=1154060811,Gunnar,,Berg,Gunnar Berg (composer),,,1909,1,11,b.
https://en.wikipedia.org/w/index.php?title=Natanael_Berg&oldid=1219348533,Natanael,,Berg,Natanael Berg,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Petar_Bergamo&oldid=1202554584,Petar,,Bergamo,Petar Bergamo,,,1930,2,27,b.
https://en.wikipedia.org/w/index.php?title=Irénée_Berge&oldid=1224349627,Irénée,,Berge,Irénée Berge,,,1867,2,1,b.
https://en.wikipedia.org/w/index.php?title=Arthur_Berger_(composer)&oldid=1166821021,Arthur,,Berger,Arthur Berger (composer),,,1912,5,15,b.
https://en.wikipedia.org/w/index.php?title=Jean_Berger&oldid=1208698162,Jean,,Berger,Jean Berger,,,1909,9,27,b.
https://en.wikipedia.org/w/index.php?title=Jonathan_Berger&oldid=1216846892,Jonathan,,Berger,Jonathan Berger,,,1954,,,b.
https://en.wikipedia.org/w/index.php?title=Ludwig_Berger_(composer)&oldid=1226156740,Ludwig,,Berger,Ludwig Berger (composer),,,1777,4,18,b.
https://en.wikipedia.org/w/index.php?title=Theodor_Berger&oldid=1111812814,Theodor,,Berger,Theodor Berger,,,1905,5,18,b.
https://en.wikipedia.org/w/index.php?title=Andreas_Peter_Berggreen&oldid=1219348534,Andreas,,Berggreen,Andreas Peter Berggreen,,,1801,3,2,b.
https://en.wikipedia.org/w/index.php?title=Gertrude_van_den_Bergh&oldid=1226775024,Gertrude,,Bergh,Gertrude van den Bergh,,,1793,1,21,c.
https://en.wikipedia.org/w/index.php?title=Anders_Berglund&oldid=1226759978,Anders,,Berglund,Anders Berglund,,,1948,7,21,b.
https://en.wikipedia.org/w/index.php?title=Erik_Bergman&oldid=1218349564,Erik,,Bergman,Erik Bergman,,,1911,11,24,b.
https://en.wikipedia.org/w/index.php?title=William_Bergsma&oldid=1218351557,William,,Bergsma,William Bergsma,,,1921,4,1,b.
https://en.wikipedia.org/w/index.php?title=Ercole_Bernabei&oldid=1223288534,Ercole,,Bernabei,Ercole Bernabei,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Luciano_Berio&oldid=1223895563,Luciano,,Berio,Luciano Berio,,,1925,10,24,b.
https://en.wikipedia.org/w/index.php?title=Charles_Auguste_de_Bériot&oldid=1224696419,Charles,,Bériot,Charles Auguste de Bériot,,,1802,2,20,b.
https://en.wikipedia.org/w/index.php?title=Charles-Wilfrid_de_Bériot&oldid=1217846947,Charles-Wilfrid,,Bériot,Charles-Wilfrid de Bériot,,,1833,2,12,b.
https://en.wikipedia.org/w/index.php?title=Lennox_Berkeley&oldid=1218942308,Lennox,,Berkeley,Lennox Berkeley,,,1903,5,12,b.
https://en.wikipedia.org/w/index.php?title=Michael_Berkeley&oldid=1227876077,Michael,,Berkeley,Michael Berkeley,,,1948,5,29,b.
https://en.wikipedia.org/w/index.php?title=Christine_Berl&oldid=1222413319,Christine,,Berl,Christine Berl,,,1943,,,b.
https://en.wikipedia.org/w/index.php?title=Irving_Berlin&oldid=1227719066,Irving,,Berlin,Irving Berlin,,,1888,5,11,b.
https://en.wikipedia.org/w/index.php?title=Johan_Daniel_Berlin&oldid=1219400220,Johan,,Berlin,Johan Daniel Berlin,,,1714,5,12,b.
https://en.wikipedia.org/w/index.php?title=Herman_Berlinski&oldid=1217481234,Herman,,Berlinski,Herman Berlinski,,,1910,8,18,b.
https://en.wikipedia.org/w/index.php?title=Hector_Berlioz&oldid=1218353240,Hector,,Berlioz,Hector Berlioz,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Bart_Berman&oldid=1198915436,Bart,,Berman,Bart Berman,,,1938,12,29,b.
https://en.wikipedia.org/w/index.php?title=Derek_Bermel&oldid=1199810945,Derek,,Bermel,Derek Bermel,,,1967,,,b.
https://en.wikipedia.org/w/index.php?title=Juan_Bermudo&oldid=1180365680,Juan,,Bermudo,Juan Bermudo,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Miguel_Bernal_Jiménez&oldid=1180266673,Miguel,,Jiménez,Miguel Bernal Jiménez,,,1910,2,16,b.
https://en.wikipedia.org/w/index.php?title=Carmelo_Bernaola&oldid=1228039025,Carmelo,,Bernaola,Carmelo Bernaola,,,1929,7,16,b.
https://en.wikipedia.org/w/index.php?title=Felix_Bernard&oldid=1213849721,Felix,,Bernard,Felix Bernard,,,1897,4,28,b.
https://en.wikipedia.org/w/index.php?title=Stefano_Bernardi&oldid=1223288539,Stefano,,Bernardi,Stefano Bernardi,,,1580,3,18,b.
https://en.wikipedia.org/w/index.php?title=Bernart_de_Ventadorn&oldid=1210949324,Bernart,,Ventadorn,Bernart de Ventadorn,,,1130,,,c.
https://en.wikipedia.org/w/index.php?title=Friedrich_Wilhelm_Berner&oldid=1191464301,Friedrich,,Berner,Friedrich Wilhelm Berner,,,1780,3,16,b.
https://en.wikipedia.org/w/index.php?title=Lord_Berners&oldid=1216997267,Lord,,Berners,Lord Berners,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Christoph_Bernhard&oldid=1219891275,Christoph,,Bernhard,Christoph Bernhard,,,1628,1,1,b.
https://en.wikipedia.org/w/index.php?title=Nicolas_Bernier&oldid=1063810450,Nicolas,,Bernier,Nicolas Bernier,,,1664,6,28,b.
https://en.wikipedia.org/w/index.php?title=Elmer_Bernstein&oldid=1224072090,Elmer,,Bernstein,Elmer Bernstein,,,1922,4,4,b.
https://en.wikipedia.org/w/index.php?title=Leonard_Bernstein&oldid=1228423929,Leonard,,Bernstein,Leonard Bernstein,,,1918,8,25,b.
https://en.wikipedia.org/w/index.php?title=Catalina_Berroa&oldid=1217336063,Catalina,,Berroa,Catalina Berroa,,,1849,2,28,b.
https://en.wikipedia.org/w/index.php?title=Antonio_Bertali&oldid=1218349721,Antonio,,Bertali,Antonio Bertali,,,1605,3,,b.
https://en.wikipedia.org/w/index.php?title=Heinrich_Berté&oldid=1226157340,Heinrich,,Berté,Heinrich Berté,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Giovanni_Pietro_Berti&oldid=1226157414,Giovanni,,Berti,Giovanni Pietro Berti,,,1590,,,c.
https://en.wikipedia.org/w/index.php?title=Louise_Bertin&oldid=1218375388,Louise,,Bertin,Louise Bertin,,,1805,,,b.
https://en.wikipedia.org/w/index.php?title=Toussaint_Bertin_de_la_Doué&oldid=1218352808,Toussaint,,Doué,Toussaint Bertin de la Doué,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Henri_Bertini&oldid=1219889130,Henri,,Bertini,Henri Bertini,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Joseph_Bertolozzi&oldid=1217480849,Joseph,,Bertolozzi,Joseph Bertolozzi,,,1959,,,b.
https://en.wikipedia.org/w/index.php?title=Henri-Montan_Berton&oldid=1224503947,Henri-Montan,,Berton,Henri-Montan Berton,,,1767,9,17,b.
https://en.wikipedia.org/w/index.php?title=Pierre_Montan_Berton&oldid=1063810518,Pierre,,Berton,Pierre Montan Berton,,,1727,1,7,b.
https://en.wikipedia.org/w/index.php?title=Georg_von_Bertouch&oldid=1153700733,Georg,,Bertouch,Georg von Bertouch,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Antoine_de_Bertrand&oldid=1222350562,Antoine,,Bertrand,Antoine de Bertrand,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Arturo_Berutti&oldid=1219348541,Arturo,,Berutti,Arturo Berutti,,,1862,3,27,c.
https://en.wikipedia.org/w/index.php?title=Franz_Berwald&oldid=1219368770,Franz,,Berwald,Franz Berwald,,,1796,7,23,b.
https://en.wikipedia.org/w/index.php?title=Johan_Fredrik_Berwald&oldid=1219369217,Johan,,Berwald,Johan Fredrik Berwald,,,1787,12,4,b.
https://en.wikipedia.org/w/index.php?title=Jean-Baptiste_Besard&oldid=1178853531,Jean-Baptiste,,Besard,Jean-Baptiste Besard,,,1567,,,c.
https://en.wikipedia.org/w/index.php?title=Alessandro_Besozzi&oldid=1086246268,Alessandro,,Besozzi,Alessandro Besozzi,,,1702,7,22,b.
https://en.wikipedia.org/w/index.php?title=Antonio_Besozzi&oldid=1214703404,Antonio,,Besozzi,Antonio Besozzi,,,1714,,,b.
https://en.wikipedia.org/w/index.php?title=Carlo_Besozzi&oldid=1227384268,Carlo,,Besozzi,Carlo Besozzi,,,1738,,,b.
https://en.wikipedia.org/w/index.php?title=Cristoforo_Besozzi&oldid=1142772103,Cristoforo,,Besozzi,Cristoforo Besozzi,,,1661,,,b.
https://en.wikipedia.org/w/index.php?title=Francesco_Besozzi&oldid=1068622696,Francesco,,Besozzi,Francesco Besozzi,,,1766,,,b.
https://en.wikipedia.org/w/index.php?title=Gaetano_Besozzi&oldid=1225706969,Gaetano,,Besozzi,Gaetano Besozzi,,,1727,3,25,b.
https://en.wikipedia.org/w/index.php?title=Girolamo_Besozzi&oldid=1214703441,Girolamo,,Besozzi,Girolamo Besozzi,,,1745,,,b.
https://en.wikipedia.org/w/index.php?title=Giuseppe_Besozzi&oldid=1174384631,Giuseppe,,Besozzi,Giuseppe Besozzi,,,1686,,,b.
https://en.wikipedia.org/w/index.php?title=Henri_Besozzi&oldid=1068593471,Henri,,Besozzi,Henri Besozzi,,,1775,,,b.
https://en.wikipedia.org/w/index.php?title=Louis_Désiré_Besozzi&oldid=1170273416,Louis,,Besozzi,Louis Désiré Besozzi,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Paolo_Girolamo_Besozzi&oldid=1227469199,Paolo,,Besozzi,Paolo Girolamo Besozzi,,,1704,4,17,b.
https://en.wikipedia.org/w/index.php?title=William_Thomas_Best&oldid=1227314095,William,,Best,William Thomas Best,,,1826,8,13,b.
https://en.wikipedia.org/w/index.php?title=Bruno_Bettinelli&oldid=1227025594,Bruno,,Bettinelli,Bruno Bettinelli,,,1913,6,4,b.
https://en.wikipedia.org/w/index.php?title=Oscar_Bettison&oldid=1200261641,Oscar,,Bettison,Oscar Bettison,,,1975,9,19,b.
https://en.wikipedia.org/w/index.php?title=William_Richard_Bexfield&oldid=1093067708,William,,Bexfield,William Richard Bexfield,,,1824,4,27,b.
https://en.wikipedia.org/w/index.php?title=Frank_Michael_Beyer&oldid=1175325791,Frank,,Beyer,Frank Michael Beyer,,,1928,3,8,b.
